Some weights of BertForSequenceClassification were not initialized from the model checkpoint at /home/models/bert-base-uncased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[139859870435136] 2024-08-18 00:20:12,330 [INFO] root: clean train dataset: 4422, clean validation dataset: 339
0it [00:00, ?it/s][139859870435136] 2024-08-18 00:20:13,374 [INFO] root: Logits Loss: 6.2795820236206055, Feature Loss: 0.6378272175788879
1it [00:00,  1.37it/s][139859870435136] 2024-08-18 00:20:13,878 [INFO] root: Logits Loss: 6.5216193199157715, Feature Loss: 0.6554836630821228
2it [00:00,  2.25it/s][139859870435136] 2024-08-18 00:20:14,190 [INFO] root: Logits Loss: 6.455931186676025, Feature Loss: 0.6291968822479248
3it [00:01,  2.61it/s][139859870435136] 2024-08-18 00:20:14,502 [INFO] root: Logits Loss: 5.832437515258789, Feature Loss: 0.5407118797302246
4it [00:01,  2.82it/s][139859870435136] 2024-08-18 00:20:14,814 [INFO] root: Logits Loss: 5.377073764801025, Feature Loss: 0.5035931468009949
5it [00:01,  2.94it/s][139859870435136] 2024-08-18 00:20:15,129 [INFO] root: Logits Loss: 6.380136489868164, Feature Loss: 0.6090299487113953
6it [00:02,  3.02it/s][139859870435136] 2024-08-18 00:20:15,441 [INFO] root: Logits Loss: 5.861189365386963, Feature Loss: 0.5565789341926575
7it [00:02,  3.06it/s][139859870435136] 2024-08-18 00:20:15,754 [INFO] root: Logits Loss: 6.403853893280029, Feature Loss: 0.7143073081970215
8it [00:02,  3.11it/s][139859870435136] 2024-08-18 00:20:16,067 [INFO] root: Logits Loss: 6.177488327026367, Feature Loss: 0.6531502604484558
9it [00:03,  3.14it/s][139859870435136] 2024-08-18 00:20:16,379 [INFO] root: Logits Loss: 6.0699462890625, Feature Loss: 0.6807438135147095
10it [00:03,  3.16it/s][139859870435136] 2024-08-18 00:20:16,693 [INFO] root: Logits Loss: 5.830261707305908, Feature Loss: 0.5484722256660461
11it [00:03,  3.17it/s][139859870435136] 2024-08-18 00:20:17,006 [INFO] root: Logits Loss: 5.405726432800293, Feature Loss: 0.5559160113334656
12it [00:04,  3.18it/s][139859870435136] 2024-08-18 00:20:17,318 [INFO] root: Logits Loss: 5.192461967468262, Feature Loss: 0.5369572639465332
13it [00:04,  3.18it/s][139859870435136] 2024-08-18 00:20:17,632 [INFO] root: Logits Loss: 5.2296037673950195, Feature Loss: 0.5046802759170532
14it [00:04,  3.18it/s][139859870435136] 2024-08-18 00:20:17,946 [INFO] root: Logits Loss: 5.3434367179870605, Feature Loss: 0.6225297451019287
15it [00:05,  3.18it/s][139859870435136] 2024-08-18 00:20:18,260 [INFO] root: Logits Loss: 6.7975544929504395, Feature Loss: 0.8557447195053101
16it [00:05,  3.19it/s][139859870435136] 2024-08-18 00:20:18,574 [INFO] root: Logits Loss: 4.9790120124816895, Feature Loss: 0.5216873288154602
17it [00:05,  3.18it/s][139859870435136] 2024-08-18 00:20:18,888 [INFO] root: Logits Loss: 4.570963382720947, Feature Loss: 0.39044708013534546
18it [00:05,  3.19it/s][139859870435136] 2024-08-18 00:20:19,202 [INFO] root: Logits Loss: 5.460981845855713, Feature Loss: 0.6430991888046265
19it [00:06,  3.19it/s][139859870435136] 2024-08-18 00:20:19,516 [INFO] root: Logits Loss: 5.004187107086182, Feature Loss: 0.6222094893455505
20it [00:06,  3.18it/s][139859870435136] 2024-08-18 00:20:19,830 [INFO] root: Logits Loss: 4.202615261077881, Feature Loss: 0.38656970858573914
21it [00:06,  3.18it/s][139859870435136] 2024-08-18 00:20:20,144 [INFO] root: Logits Loss: 5.024955749511719, Feature Loss: 0.5676995515823364
22it [00:07,  3.19it/s][139859870435136] 2024-08-18 00:20:20,458 [INFO] root: Logits Loss: 4.379129409790039, Feature Loss: 0.5179106593132019
23it [00:07,  3.18it/s][139859870435136] 2024-08-18 00:20:20,772 [INFO] root: Logits Loss: 6.365738868713379, Feature Loss: 0.9340792894363403
24it [00:07,  3.18it/s][139859870435136] 2024-08-18 00:20:21,086 [INFO] root: Logits Loss: 5.932980060577393, Feature Loss: 0.8124589323997498
25it [00:08,  3.18it/s][139859870435136] 2024-08-18 00:20:21,400 [INFO] root: Logits Loss: 5.882298946380615, Feature Loss: 0.7482061386108398
26it [00:08,  3.19it/s][139859870435136] 2024-08-18 00:20:21,712 [INFO] root: Logits Loss: 4.718430519104004, Feature Loss: 0.5823519229888916
27it [00:08,  3.19it/s][139859870435136] 2024-08-18 00:20:22,027 [INFO] root: Logits Loss: 4.309505462646484, Feature Loss: 0.4796203076839447
28it [00:09,  3.19it/s][139859870435136] 2024-08-18 00:20:22,339 [INFO] root: Logits Loss: 3.6785988807678223, Feature Loss: 0.2683162987232208
29it [00:09,  3.19it/s][139859870435136] 2024-08-18 00:20:22,652 [INFO] root: Logits Loss: 4.328268051147461, Feature Loss: 0.5048730373382568
30it [00:09,  3.19it/s][139859870435136] 2024-08-18 00:20:22,966 [INFO] root: Logits Loss: 4.00460958480835, Feature Loss: 0.46187061071395874
31it [00:10,  3.19it/s][139859870435136] 2024-08-18 00:20:23,280 [INFO] root: Logits Loss: 4.3142266273498535, Feature Loss: 0.47398892045021057
32it [00:10,  3.19it/s][139859870435136] 2024-08-18 00:20:23,594 [INFO] root: Logits Loss: 5.110453128814697, Feature Loss: 0.7035694718360901
33it [00:10,  3.19it/s][139859870435136] 2024-08-18 00:20:23,908 [INFO] root: Logits Loss: 4.3480224609375, Feature Loss: 0.4813383221626282
34it [00:11,  3.19it/s][139859870435136] 2024-08-18 00:20:24,222 [INFO] root: Logits Loss: 4.015673637390137, Feature Loss: 0.40688011050224304
35it [00:11,  3.19it/s][139859870435136] 2024-08-18 00:20:24,535 [INFO] root: Logits Loss: 4.0190958976745605, Feature Loss: 0.4399086833000183
36it [00:11,  3.19it/s][139859870435136] 2024-08-18 00:20:24,850 [INFO] root: Logits Loss: 5.6675310134887695, Feature Loss: 0.7219605445861816
37it [00:11,  3.19it/s][139859870435136] 2024-08-18 00:20:25,164 [INFO] root: Logits Loss: 3.5918593406677246, Feature Loss: 0.34850773215293884
38it [00:12,  3.18it/s][139859870435136] 2024-08-18 00:20:25,481 [INFO] root: Logits Loss: 3.4716992378234863, Feature Loss: 0.37376731634140015
39it [00:12,  3.18it/s][139859870435136] 2024-08-18 00:20:25,796 [INFO] root: Logits Loss: 2.8044302463531494, Feature Loss: 0.2078542709350586
40it [00:12,  3.18it/s][139859870435136] 2024-08-18 00:20:26,111 [INFO] root: Logits Loss: 3.024998426437378, Feature Loss: 0.24179765582084656
41it [00:13,  3.18it/s][139859870435136] 2024-08-18 00:20:26,426 [INFO] root: Logits Loss: 4.137519836425781, Feature Loss: 0.4569615125656128
42it [00:13,  3.18it/s][139859870435136] 2024-08-18 00:20:26,742 [INFO] root: Logits Loss: 3.681058883666992, Feature Loss: 0.456681489944458
43it [00:13,  3.17it/s][139859870435136] 2024-08-18 00:20:27,057 [INFO] root: Logits Loss: 4.390697479248047, Feature Loss: 0.5518890619277954
44it [00:14,  3.16it/s][139859870435136] 2024-08-18 00:20:27,378 [INFO] root: Logits Loss: 2.1679508686065674, Feature Loss: 0.2312222570180893
45it [00:14,  3.16it/s][139859870435136] 2024-08-18 00:20:27,694 [INFO] root: Logits Loss: 4.153661251068115, Feature Loss: 0.6251435279846191
46it [00:14,  3.14it/s][139859870435136] 2024-08-18 00:20:28,015 [INFO] root: Logits Loss: 3.4710731506347656, Feature Loss: 0.40427446365356445
47it [00:15,  3.15it/s][139859870435136] 2024-08-18 00:20:28,330 [INFO] root: Logits Loss: 2.935523271560669, Feature Loss: 0.22294515371322632
48it [00:15,  3.15it/s][139859870435136] 2024-08-18 00:20:28,647 [INFO] root: Logits Loss: 4.434465408325195, Feature Loss: 0.6004181504249573
49it [00:15,  3.16it/s][139859870435136] 2024-08-18 00:20:28,963 [INFO] root: Logits Loss: 4.034348487854004, Feature Loss: 0.5025140047073364
50it [00:16,  3.16it/s][139859870435136] 2024-08-18 00:20:29,280 [INFO] root: Logits Loss: 3.3109636306762695, Feature Loss: 0.29490235447883606
51it [00:16,  3.16it/s][139859870435136] 2024-08-18 00:20:29,595 [INFO] root: Logits Loss: 3.1349449157714844, Feature Loss: 0.271880179643631
52it [00:16,  3.16it/s][139859870435136] 2024-08-18 00:20:29,911 [INFO] root: Logits Loss: 3.183804512023926, Feature Loss: 0.2323354184627533
53it [00:17,  3.17it/s][139859870435136] 2024-08-18 00:20:30,227 [INFO] root: Logits Loss: 2.876310110092163, Feature Loss: 0.2158445566892624
54it [00:17,  3.16it/s][139859870435136] 2024-08-18 00:20:30,544 [INFO] root: Logits Loss: 2.4837865829467773, Feature Loss: 0.20793257653713226
55it [00:17,  3.16it/s][139859870435136] 2024-08-18 00:20:30,861 [INFO] root: Logits Loss: 1.8453534841537476, Feature Loss: 0.1413012146949768
56it [00:17,  3.16it/s][139859870435136] 2024-08-18 00:20:31,178 [INFO] root: Logits Loss: 2.101179361343384, Feature Loss: 0.13938452303409576
57it [00:18,  3.15it/s][139859870435136] 2024-08-18 00:20:31,495 [INFO] root: Logits Loss: 1.9931111335754395, Feature Loss: 0.13702961802482605
58it [00:18,  3.16it/s][139859870435136] 2024-08-18 00:20:31,811 [INFO] root: Logits Loss: 1.6154743432998657, Feature Loss: 0.08943577855825424
59it [00:18,  3.16it/s][139859870435136] 2024-08-18 00:20:32,127 [INFO] root: Logits Loss: 3.1632111072540283, Feature Loss: 0.4616119861602783
60it [00:19,  3.16it/s][139859870435136] 2024-08-18 00:20:32,445 [INFO] root: Logits Loss: 4.576776027679443, Feature Loss: 0.8384894728660583
61it [00:19,  3.16it/s][139859870435136] 2024-08-18 00:20:32,762 [INFO] root: Logits Loss: 3.3756942749023438, Feature Loss: 0.5357463359832764
62it [00:19,  3.16it/s][139859870435136] 2024-08-18 00:20:33,079 [INFO] root: Logits Loss: 1.9562158584594727, Feature Loss: 0.06783071160316467
63it [00:20,  3.16it/s][139859870435136] 2024-08-18 00:20:33,395 [INFO] root: Logits Loss: 2.9763784408569336, Feature Loss: 0.4155708849430084
64it [00:20,  3.16it/s][139859870435136] 2024-08-18 00:20:33,712 [INFO] root: Logits Loss: 1.8396483659744263, Feature Loss: 0.22532442212104797
65it [00:20,  3.16it/s][139859870435136] 2024-08-18 00:20:34,028 [INFO] root: Logits Loss: 1.8087900876998901, Feature Loss: 0.1893838793039322
66it [00:21,  3.15it/s][139859870435136] 2024-08-18 00:20:34,347 [INFO] root: Logits Loss: 2.7223451137542725, Feature Loss: 0.4319837987422943
67it [00:21,  3.15it/s][139859870435136] 2024-08-18 00:20:34,665 [INFO] root: Logits Loss: 1.5220690965652466, Feature Loss: 0.06958778202533722
68it [00:21,  3.15it/s][139859870435136] 2024-08-18 00:20:34,981 [INFO] root: Logits Loss: 1.876709222793579, Feature Loss: 0.13712480664253235
69it [00:22,  3.15it/s][139859870435136] 2024-08-18 00:20:35,299 [INFO] root: Logits Loss: 2.3162283897399902, Feature Loss: 0.41507023572921753
70it [00:22,  3.15it/s][139859870435136] 2024-08-18 00:20:35,617 [INFO] root: Logits Loss: 2.5812182426452637, Feature Loss: 0.4300810396671295
71it [00:22,  3.15it/s][139859870435136] 2024-08-18 00:20:35,934 [INFO] root: Logits Loss: 2.4576334953308105, Feature Loss: 0.3928987681865692
72it [00:23,  3.15it/s][139859870435136] 2024-08-18 00:20:36,251 [INFO] root: Logits Loss: 1.6404720544815063, Feature Loss: 0.3152013421058655
73it [00:23,  3.15it/s][139859870435136] 2024-08-18 00:20:36,570 [INFO] root: Logits Loss: 1.5054140090942383, Feature Loss: 0.17678400874137878
